PDB_ID	H_chain_ID	L_chain_ID	Ag_chain_ID(s)	Affinity_KD(nM)	Affinity_method	Affinity_temp(K)	Remark
6s3d	H	L	P	<0.05	SPR	N.A.	N.A.
6s3t	E	I	T	29	SPR	N.A.	N.A.
6s8d	H	L	A	N.A.	N.A.	N.A.	N.A.
6s8i	H	L	A	N.A.	N.A.	N.A.	N.A.
6s8j	H	L	A	N.A.	N.A.	N.A.	N.A.
6sc5	B	N.A.	A	2.9	BLI	298	N.A.
6sc6	B	N.A.	A	2.9	BLI	298	apo form without ligand
6sc7	B	N.A.	A	2.9	BLI	298	N.A.
6sc8	B	N.A.	A	2.9	BLI	298	N.A.
6sc9	B	N.A.	A	2.9	BLI	298	N.A.
6sge	B	N.A.	A;C	30.8	SPR	277	N.A.
6snh	H	L	X	N.A.	N.A.	N.A.	N.A.
6sni	H	L	X	N.A.	N.A.	N.A.	N.A.
6ss2	B	C	A	0.173	ITC	293	N.A.
6ss4	B	C	A	0.288	ITC	293	N.A.
6ss6	D	G	A	N.A.	N.A.	N.A.	N.A.
6ssi	F	N.A.	A	N.A.	N.A.	N.A.	N.A.
6suz	H	L	A	N.A.	N.A.	N.A.	N.A.
6sv2	H	L	A	N.A.	N.A.	N.A.	N.A.
6svl	H	L	Q	N.A.	N.A.	N.A.	N.A.
6t3f	H	L	F	N.A.	N.A.	N.A.	N.A.
6t3j	A	B	E	N.A.	N.A.	N.A.	N.A.
6t3j	C	D	E	N.A.	N.A.	N.A.	N.A.
6t9d	A	B	C;D	0.00323	kinetic exclusion assay	N.A.	N.A.
6t9e	A	B	C;D	0.00402	kinetic exclusion assay	N.A.	N.A.
6tej	C	N.A.	B	150	SPR	N.A.	N.A.
6tou	A	N.A.	G	N.A.	N.A.	N.A.	N.A.
6txz	H	L	A	2.3	SPR	N.A.	N.A.
6tyb	H	L	G	N.A.	N.A.	N.A.	N.A.
6tyl	C	N.A.	A	N.A.	N.A.	N.A.	N.A.
6tyl	E	N.A.	A	N.A.	N.A.	N.A.	N.A.
6tyl	D	N.A.	A;F	N.A.	N.A.	N.A.	N.A.
6tys	H	L	A	10	BLI	303	N.A.
6u02	H	L	A	N.A.	N.A.	N.A.	N.A.
6u0l	H	L	A	N.A.	N.A.	N.A.	N.A.
6u0n	H	L	A	N.A.	N.A.	N.A.	N.A.
6u12	B	N.A.	A	0.15	SPR	300	N.A.
6u2f	H	L	A	N.A.	N.A.	N.A.	N.A.
6u36	H	L	B	N.A.	N.A.	N.A.	N.A.
6u38	H	L	B	N.A.	N.A.	N.A.	N.A.
6u3i	H	L	A	N.A.	N.A.	N.A.	N.A.
6u51	A	N.A.	B;D	N.A.	N.A.	N.A.	N.A.
6u52	A	N.A.	B;D	N.A.	N.A.	N.A.	N.A.
6u54	A	N.A.	B	N.A.	N.A.	N.A.	N.A.
6u55	A	N.A.	B	N.A.	N.A.	N.A.	N.A.
6u59	H	L	A	N.A.	N.A.	N.A.	N.A.
6u6u	H	L	R	N.A.	N.A.	N.A.	N.A.
6u9s	D	E	F	N.A.	N.A.	N.A.	N.A.
6uc6	C	N.A.	A	N.A.	N.A.	N.A.	N.A.
6uda	C	D	A	9	SPR	N.A.	N.A.
6udj	Q	B	G	N.A.	N.A.	N.A.	N.A.
6udj	N	O	G;J	N.A.	N.A.	N.A.	N.A.
6udk	A	B	G	N.A.	N.A.	N.A.	N.A.
6udk	H	L	G;K	N.A.	N.A.	N.A.	N.A.
6uft	B	N.A.	A	N.A.	N.A.	N.A.	N.A.
6uht	C	N.A.	A	N.A.	N.A.	N.A.	N.A.
6ui1	B	N.A.	A	N.A.	N.A.	N.A.	N.A.
6ui1	C	N.A.	A	N.A.	N.A.	N.A.	N.A.
6ui1	D	N.A.	A	N.A.	N.A.	N.A.	N.A.
6uig	H	L	G	N.A.	N.A.	N.A.	N.A.
6ukj	H	L	A	N.A.	N.A.	N.A.	N.A.
6ukt	C	N.A.	A	N.A.	N.A.	N.A.	N.A.
6ukt	D	N.A.	A	N.A.	N.A.	N.A.	N.A.
6ukt	E	N.A.	A	N.A.	N.A.	N.A.	N.A.
6ukt	F	N.A.	B	N.A.	N.A.	N.A.	N.A.
6ul4	B	N.A.	A	N.A.	N.A.	N.A.	N.A.
6ul6	B	N.A.	A	N.A.	N.A.	N.A.	N.A.
6ul6	C	N.A.	A	N.A.	N.A.	N.A.	N.A.
6um5	C	D	A	532	SPR	N.A.	N.A.
6um6	C	D	A	N.A.	N.A.	N.A.	N.A.
6um7	J	K	A	N.A.	N.A.	N.A.	N.A.
6umx	H	L	A	1.51	BLI	N.A.	N.A.
6uqr	A	N.A.	B	0.035	SPR	N.A.	N.A.
6ur5	A	B	C	4.3	BLI	N.A.	important KD data paper
6urh	H	L	C	N.A.	N.A.	N.A.	N.A.
6urm	H	L	F	11.11	BLI	N.A.	N.A.
6usf	H	L	D	N.A.	N.A.	N.A.	N.A.
6uta	H	L	E	1200	SPR	N.A.	N.A.
6ute	C	D	S	>100000	SPR	N.A.	N.A.
6utk	H	L	G	14	BLI	N.A.	N.A.
6utk	D	E	G;T	N.A.	N.A.	N.A.	N.A.
6uyd	H	L	E	N.A.	N.A.	N.A.	N.A.
6uye	G	J	A	0.041	BLI	N.A.	N.A.
6uyf	H	L	E	N.A.	N.A.	N.A.	N.A.
6uyg	A	B	E	N.A.	N.A.	N.A.	N.A.
6uyg	H	L	E	N.A.	N.A.	N.A.	N.A.
6uym	H	L	E	N.A.	N.A.	N.A.	N.A.
6v4n	H	L	N	1.07	BLI	298	N.A.
6v4o	H	L	N	150	BLI	298	N.A.
6v6w	F	H	C	N.A.	N.A.	N.A.	N.A.
6v6w	A	B	C;K	N.A.	N.A.	N.A.	N.A.
6v7y	F	N.A.	A	N.A.	N.A.	N.A.	N.A.
6v8x	C	D	A	565.7	SPR	N.A.	N.A.
6v8z	D	E	A	N.A.	N.A.	N.A.	N.A.
6v8z	C	F	A;G	N.A.	N.A.	N.A.	N.A.
6vbg	C	N.A.	A	N.A.	N.A.	N.A.	N.A.
6vc9	H	L	A	4.18	SPR	298	N.A.
6vca	H	L	B	0.814	SPR	298	N.A.
6vel	H	L	C	N.A.	N.A.	N.A.	N.A.
6vep	C	D	E	N.A.	N.A.	N.A.	N.A.
6veq	C	D	E	N.A.	N.A.	N.A.	N.A.
6vgr	H	L	A;B	1.7	SPR	298	N.A.
6vi0	H	L	G	N.A.	N.A.	N.A.	N.A.
6vi4	D	N.A.	A	N.A.	N.A.	N.A.	N.A.
6vja	H	L	C	21.4	SPR	293	N.A.
6vlr	C	L	A	N.A.	N.A.	N.A.	N.A.
6vlr	F	N	A;B;I	0.585	BLI	310	important KD data paper
6vlw	H	L	G	289	BLI	N.A.	N.A.
6vmj	B	A	W;Z	N.A.	N.A.	N.A.	N.A.
6vmk	B	A	C;p	N.A.	N.A.	N.A.	N.A.
6vn0	H	L	A;B	16	BLI	310	N.A.
6vn1	H	L	A	N.A.	N.A.	N.A.	N.A.
6vo0	H	L	A	N.A.	N.A.	N.A.	N.A.
6vo1	H	L	A	<0.001	BLI	310	N.A.
6vo3	H	L	A	N.A.	N.A.	N.A.	N.A.
6vrh	B	C	A	N.A.	N.A.	N.A.	N.A.
6vrk	B	C	A	N.A.	N.A.	N.A.	N.A.
6vrl	B	C	A	N.A.	N.A.	N.A.	N.A.
6vtw	H	L	A	1	SPR	N.A.	N.A.
6vug	D	C	B	N.A.	N.A.	N.A.	N.A.
6vvu	H	L	A	0.5	SPR	298	N.A.
6vy2	H	L	A	N.A.	N.A.	N.A.	N.A.
6vy4	H	L	A	2.1	BLI	N.A.	N.A.
6vy5	H	L	A	2.2	BLI	N.A.	N.A.
6vy6	H	L	A	2.9	BLI	N.A.	N.A.
6vyh	D	C	A	N.A.	N.A.	N.A.	N.A.
6vyv	K	O	E	N.A.	N.A.	N.A.	N.A.
6vzi	D	E	B;G	N.A.	N.A.	N.A.	N.A.
6vzi	H	L	G	N.A.	N.A.	N.A.	N.A.
6w03	D	E	B;G	N.A.	N.A.	N.A.	N.A.
6w03	H	L	G	N.A.	N.A.	N.A.	N.A.
6w09	I	M	E	N.A.	N.A.	N.A.	N.A.
6w0a	A	B	C	N.A.	N.A.	N.A.	N.A.
6w0b	A	B	C	N.A.	N.A.	N.A.	N.A.
6w0c	A	B	C	N.A.	N.A.	N.A.	N.A.
6w0d	A	B	C	N.A.	N.A.	N.A.	N.A.
6w0e	A	B	C	N.A.	N.A.	N.A.	N.A.
6w0f	A	B	C	N.A.	N.A.	N.A.	N.A.
6w0g	A	B	C	N.A.	N.A.	N.A.	N.A.
6w0h	A	B	C	N.A.	N.A.	N.A.	N.A.
6w0i	A	B	C	N.A.	N.A.	N.A.	N.A.
6w0j	A	B	C	N.A.	N.A.	N.A.	N.A.
6w16	H	L	F	0.85	BLI	N.A.	N.A.
6w1c	K	O	E	N.A.	N.A.	N.A.	N.A.
6w2b	B	C	A	N.A.	N.A.	N.A.	Ab-Ag interface has 9 residues;for crystalization
6w2c	B	C	A	N.A.	N.A.	N.A.	Ab-Ag interface has 9 residues;for crystalization
6w41	H	L	C	115	BLI	N.A.	N.A.
6w4s	H	L	F	N.A.	N.A.	N.A.	N.A.
6w7s	H	L	A	1.8	ELISA	298	N.A.
6waq	A	N.A.	B	1.2	SPR	N.A.	N.A.
6war	B	N.A.	A	0.079	SPR	N.A.	N.A.
6was	H	L	J	N.A.	N.A.	N.A.	N.A.
6wbv	H	L	A	N.A.	N.A.	N.A.	N.A.
6weq	E	F	A	8.3	BLI	298	N.A.
6wer	C	D	A	8.3	BLI	298	N.A.
6wgl	A	B	C	N.A.	N.A.	N.A.	N.A.
6wh9	H	I	A	2.7	ELISA	298	N.A.
6whk	C	B	A	N.A.	N.A.	N.A.	N.A.
6wik	D	C	A	N.A.	N.A.	N.A.	N.A.
6wio	A	B	C	N.A.	N.A.	N.A.	N.A.
6wir	A	B	C	N.A.	N.A.	N.A.	N.A.
6wit	H	L	I	N.A.	N.A.	N.A.	N.A.
6wix	D	E	B;G	N.A.	N.A.	N.A.	N.A.
6wix	H	L	G	N.A.	N.A.	N.A.	N.A.
6wjl	H	L	G	1	BLI	298	KD inspected from Figure 3FG
6wm9	B	C	A	0.0883	BLI	298	important KD data paper
6wmw	H	L	B	N.A.	N.A.	N.A.	N.A.
6wmw	M	N	B	N.A.	N.A.	N.A.	N.A.
6wn1	B	C	A	0.061	BLI	298	N.A.
6wno	B	C	A	0.0366	BLI	298	N.A.
6wo3	H	L	E	N.A.	N.A.	N.A.	N.A.
6wo4	H	L	E	16.8	ITC	N.A.	KD calculated from dG (-10.6 kcal/mol) at 298 K;Ab identifier is HC11
6wo5	H	L	E	12	ITC	N.A.	KD calculated from dG (-10.8 kcal/mol) at 298 K;Ab identifier is 212.1.1
6wo5	A	B	E;F	N.A.	N.A.	N.A.	N.A.
6woq	A	B	E	N.A.	N.A.	N.A.	N.A.
6woq	J	K	E	6.1	ITC	N.A.	KD calculated from dG (-11.2 kcal/mol) at 298 K;Ab identifier is HC1AM
6woz	B	C	A	<0.01	BLI	298	N.A.
6wps	H	L	A	2.6	BLI	N.A.	N.A.
6wpt	H	L	C	2.6	BLI	N.A.	N.A.
6wqo	B	C	A	0.246	BLI	298	N.A.
6wtu	H	I	G	0.083	BLI	298	N.A.
6wtv	H	I	G	0.0269	BLI	298	N.A.
6wty	B	C	A	0.00307	BLI	298	N.A.
6wvz	H	L	M	N.A.	N.A.	N.A.	N.A.
6ww2	H	L	R	N.A.	N.A.	N.A.	N.A.
6ww5	E	F	A	N.A.	N.A.	N.A.	N.A.
6wzj	A	B	E	0.171	SPR	298	important KD data paper
6wzk	A	B	E	0.172	SPR	298	N.A.
6wzl	A	B	E	0.181	SPR	298	N.A.
6wzm	A	B	E	0.384	SPR	298	N.A.
6wzt	H	L	A	N.A.	N.A.	N.A.	N.A.
6x04	B	N.A.	A;I	N.A.	N.A.	N.A.	N.A.
6x05	K	N.A.	A	N.A.	N.A.	N.A.	N.A.
6x06	K	N.A.	A	0.79	BLI	N.A.	important KD data paper
6x07	B	N.A.	A	1.3	BLI	N.A.	N.A.
6x08	K	N.A.	B	0.08	BLI	N.A.	N.A.
6x3s	J	I	B	N.A.	N.A.	N.A.	N.A.
6x3t	J	I	B	N.A.	N.A.	N.A.	N.A.
6x3u	J	I	B	N.A.	N.A.	N.A.	N.A.
6x3v	J	I	B	N.A.	N.A.	N.A.	N.A.
6x3w	J	I	B	N.A.	N.A.	N.A.	N.A.
6x3x	J	I	B	N.A.	N.A.	N.A.	N.A.
6x3z	J	I	B	N.A.	N.A.	N.A.	N.A.
6x40	J	I	B	N.A.	N.A.	N.A.	N.A.
6x4t	D	F	A	5.5	BLI	N.A.	N.A.
6x58	A	B	E	N.A.	N.A.	N.A.	N.A.
6x5b	H	L	A	N.A.	N.A.	N.A.	N.A.
6x96	H	L	A	N.A.	N.A.	N.A.	N.A.
6x97	H	L	A	N.A.	N.A.	N.A.	N.A.
6x98	H	L	A	N.A.	N.A.	N.A.	N.A.
6xc2	H	L	A	17	BLI	N.A.	N.A.
6xc3	B	A	C	17	BLI	N.A.	N.A.
6xc3	H	L	C	N.A.	N.A.	N.A.	N.A.
6xc4	H	L	A	14	BLI	N.A.	N.A.
6xc7	C	D	A	14	BLI	N.A.	N.A.
6xc7	H	L	A	N.A.	N.A.	N.A.	N.A.
6xcj	H	L	G	N.A.	N.A.	N.A.	N.A.
6xcm	H	L	C	N.A.	N.A.	N.A.	N.A.
6xcn	H	L	C	N.A.	N.A.	N.A.	N.A.
6xdg	B	D	E	3.37	SPR	310	important KD data paper
6xdg	C	A	E	45.2	SPR	310	N.A.
6xe1	H	L	E	N.A.	N.A.	N.A.	N.A.
6xey	H	L	A	N.A.	N.A.	N.A.	N.A.
6xkp	H	L	A	N.A.	N.A.	N.A.	N.A.
6xkq	H	L	A	0.00564	SPR	298	N.A.
6xkr	H	L	P	0.042	SPR	298	N.A.
6xlq	B	C	A	N.A.	N.A.	N.A.	N.A.
6xm2	D	C	I;J	0.0063	SPR	298	N.A.
6xob	M	N	B	N.A.	N.A.	N.A.	N.A.
6xox	E	N.A.	A;B	N.A.	N.A.	N.A.	N.A.
6xox	N	N.A.	A;B	N.A.	N.A.	N.A.	N.A.
6xpq	B	C	A	N.A.	N.A.	N.A.	N.A.
6xpr	B	C	A	N.A.	N.A.	N.A.	N.A.
6xpx	B	C	A	N.A.	N.A.	N.A.	N.A.
6xpy	B	C	A	N.A.	N.A.	N.A.	N.A.
6xpz	E	F	D	N.A.	N.A.	N.A.	N.A.
6xq0	B	C	A	N.A.	N.A.	N.A.	N.A.
6xq2	C	B	A	N.A.	N.A.	N.A.	N.A.
6xq4	E	F	D	N.A.	N.A.	N.A.	N.A.
6xqw	H	L	E	N.A.	N.A.	N.A.	N.A.
6xr0	H	L	M	N.A.	N.A.	N.A.	N.A.
6xsw	H	L	X	2.33	SPR	N.A.	N.A.
6xw4	C	N.A.	A	13.9	ITC	298	N.A.
6xw5	C	N.A.	A;B	0.819	ITC	298	N.A.
6xw6	C	N.A.	A	N.A.	N.A.	N.A.	N.A.
6xw7	C	N.A.	A;B	1.41	ITC	298	N.A.
6xxv	A	B	C	N.A.	N.A.	N.A.	N.A.
6xy2	H	L	A	199	BLI	N.A.	N.A.
6xzf	B	N.A.	A	N.A.	N.A.	N.A.	N.A.
6xzu	A	N.A.	B	2.6	BLI	303	N.A.
6xzw	H	L	D	0.328	SPR	298	important KD data paper
6y6c	D	N.A.	A	0.6	SPR	N.A.	N.A.
6y90	H	L	A	7.7	ITC	298	N.A.
6y92	H	L	A	43	ITC	298	N.A.
6y97	H	L	A;B	47	ITC	298	N.A.
6y9a	H	L	A;B	47	ITC	298	N.A.
6y9b	H	L	A;C	N.A.	N.A.	N.A.	N.A.
6yax	A	D	C	N.A.	N.A.	N.A.	N.A.
6ye3	A	B	C	2.3	SPR	293	N.A.
6yio	H	L	B	N.A.	N.A.	N.A.	N.A.
6yla	H	L	E	19	BLI	303	KD = 15 nM or 30 nM by two SPR methods
6ym0	H	L	E	19	BLI	303	N.A.
6ymq	A	N.A.	E	0.6	SPR	N.A.	N.A.
6yor	H	L	E	0.125	SPR	298	KD from DOI: 10.1371/journal.pmed.0030237
6ysq	G	N.A.	B;C	0.0155	SPR	303	N.A.
6yu8	B	N.A.	A	N.A.	N.A.	N.A.	N.A.
6ywc	A	B	C	22	SPR	N.A.	Ag was de novo designed
6ywd	A	B	C	1	SPR	N.A.	Ag was de novo designed
6yx9	H	L	A	N.A.	N.A.	N.A.	N.A.
6yxd	H	L	A	N.A.	N.A.	N.A.	N.A.
6yxf	H	N.A.	A	N.A.	N.A.	N.A.	N.A.
6yxg	H	N.A.	A	N.A.	N.A.	N.A.	N.A.
6yye	C	N.A.	A	1.6	SPR	N.A.	N.A.
6yz5	F	N.A.	E	N.A.	N.A.	N.A.	N.A.
6yz7	D	N.A.	A	N.A.	N.A.	N.A.	N.A.
6yz7	B	C	A;E	N.A.	N.A.	N.A.	N.A.
6z06	H	L	A	N.A.	N.A.	N.A.	N.A.
6z10	B	N.A.	A	N.A.	N.A.	N.A.	N.A.
6z1v	B	N.A.	A	2.01	fluorescence	298	N.A.
6z20	B	N.A.	A	0.9	fluorescence	298	N.A.
6z2l	C	B	A	320	SPR	310	N.A.
6z2m	D	N.A.	A	N.A.	N.A.	N.A.	N.A.
6z2m	H	L	E	N.A.	N.A.	N.A.	N.A.
6z43	X	N.A.	A	N.A.	N.A.	N.A.	N.A.
6zbp	B	N.A.	A	N.A.	N.A.	N.A.	N.A.
6zbv	B	N.A.	A	N.A.	N.A.	N.A.	N.A.
6zcz	F	N.A.	E	12	ITC	298	KD from DOI: 10.1038/s41594-020-0469-6
6zcz	H	L	E	2	SPR	298	N.A.
6zdg	H	L	E	2	SPR	298	N.A.
6zdh	H	L	A	2	SPR	298	N.A.
6ze1	B	N.A.	A	N.A.	N.A.	N.A.	N.A.
6zer	H	L	E	2	SPR	298	N.A.
6zfo	H	L	E	2	SPR	298	N.A.
6zh9	A	B	C	12	ITC	298	KD = 5 nM by SPR
6zh9	D	N.A.	C	6.28	BLI	N.A.	N.A.
6zhd	D	N.A.	A	N.A.	N.A.	N.A.	N.A.
6zlr	B	C	A	N.A.	N.A.	N.A.	N.A.
6zpl	F	N.A.	A	N.A.	N.A.	N.A.	N.A.
6zrv	B	N.A.	A	3.2	SPR	N.A.	KD from DOI: 10.1160/TH16-04-0306
6ztr	H	L	I	33	SPR	N.A.	N.A.
6zxn	D	N.A.	A	9	ITC	N.A.	KD = 5-10 nM confirmed by BLI
7a0v	B	N.A.	A	N.A.	N.A.	N.A.	N.A.
7a0w	C	D	A	N.A.	N.A.	N.A.	N.A.
7a0x	C	D	A	N.A.	N.A.	N.A.	N.A.
7a0y	C	D	A	N.A.	N.A.	N.A.	N.A.
7a17	B	N.A.	A	N.A.	N.A.	N.A.	N.A.
7a25	D	N.A.	A	10.6	BLI	295	important KD data paper
7a29	D	N.A.	A	10.6	BLI	295	N.A.
7a3n	H	L	A	16.2	BLI	298	N.A.
7a3o	H	L	A	N.A.	N.A.	N.A.	N.A.
7a3p	H	L	A;B	N.A.	N.A.	N.A.	N.A.
7a3q	H	L	A;B	N.A.	N.A.	N.A.	N.A.
7a3t	H	L	A	N.A.	N.A.	N.A.	Ab-Ag interface has 10 residues
7a3u	H	L	A	N.A.	N.A.	N.A.	N.A.
7a5r	H	L	A	80	BLI	N.A.	N.A.
7a5s	H	L	A	80	BLI	N.A.	N.A.
7a5v	O	N.A.	A	N.A.	N.A.	N.A.	N.A.
7a65	C	B	A	N.A.	N.A.	N.A.	N.A.
7a69	C	B	A	N.A.	N.A.	N.A.	N.A.
7a6c	C	B	A	N.A.	N.A.	N.A.	N.A.
7a6e	C	B	A	N.A.	N.A.	N.A.	N.A.
7a6f	C	B	A	N.A.	N.A.	N.A.	N.A.
7a6o	B	N.A.	A	91.6	BLI	296	N.A.
7aej	D	N.A.	A	2100	ITC	298	KD = 170 nM by BLI at 298 K
7ahv	A	B	H	2300	ITC	310	KD for soluble FIXa;KD = 16 nM for membrane FIXa/FX
7akd	H	L	B	10.8	flow cytometry	N.A.	N.A.
7akj	H	L	A	0.745	flow cytometry	N.A.	N.A.
7amp	H	L	B	2.57	SPR	298	N.A.
7amq	H	L	B	12900	SPR	N.A.	no measurable binding
7amr	H	L	B	1960	SPR	298	N.A.
7ams	H	L	B	479	SPR	298	N.A.
7anq	B	N.A.	A	5.56	BLI	N.A.	N.A.
7apj	B	N.A.	A	16.5	SPR	N.A.	N.A.
7aqg	B	N.A.	A	N.A.	N.A.	N.A.	N.A.
7aqg	C	N.A.	A	N.A.	N.A.	N.A.	N.A.
7aqx	C	N.A.	A	N.A.	N.A.	N.A.	N.A.
7aqy	D	N.A.	A	N.A.	N.A.	N.A.	N.A.
7aqz	C	N.A.	B	N.A.	N.A.	N.A.	N.A.
7ar0	B	N.A.	A	N.A.	N.A.	N.A.	N.A.
7azb	B	N.A.	A	N.A.	N.A.	N.A.	N.A.
7b09	H	L	A	N.A.	N.A.	N.A.	N.A.
7b0b	H	L	F	N.A.	N.A.	N.A.	N.A.
7b14	D	N.A.	A	1.86	SPR	298	important KD data paper
7b17	B	N.A.	A	N.A.	N.A.	N.A.	Ab = VHH-V + VHH-E
7b18	D	N.A.	A	1.86	SPR	298	N.A.
7b18	E	N.A.	A	8.92	SPR	298	N.A.
7b27	C	N.A.	A	8.23	BLI	N.A.	important KD data paper
7b3o	H	L	E	N.A.	N.A.	N.A.	N.A.
7b5g	B	N.A.	A	40	fluorescence polarization	303	important KD data paper
7bbj	H	L	A	0.074	N.A.	N.A.	N.A.
7bc6	B	N.A.	A	7.7	BLI	N.A.	N.A.
7bc7	B	N.A.	A	7.7	BLI	N.A.	N.A.
7beh	H	L	E	2	BLI	N.A.	N.A.
7bei	H	L	E	0.9	BLI	N.A.	N.A.
7bej	H	L	E	0.7	BLI	N.A.	N.A.
7bek	H	L	E	0.7	BLI	N.A.	N.A.
7bel	A	B	R	5.9	BLI	N.A.	N.A.
7bel	H	L	R	1.2	BLI	N.A.	N.A.
7bem	H	L	E	2.2	BLI	N.A.	N.A.
7ben	G	I	C	N.A.	N.A.	N.A.	N.A.
7ben	H	L	E	4.5	BLI	N.A.	N.A.
7beo	A	B	R	N.A.	N.A.	N.A.	N.A.
7beo	H	L	R	1.5	BLI	N.A.	N.A.
7bep	D	F	C	2.7	BLI	N.A.	N.A.
7bep	H	L	E	N.A.	N.A.	N.A.	N.A.
7bnv	H	L	A	3.4	SPR	298	N.A.
7bpk	H	L	B	N.A.	N.A.	N.A.	N.A.
7bq5	H	L	A;B	N.A.	N.A.	N.A.	N.A.
7bsc	H	L	A	0.1	SPR	N.A.	N.A.
7bsd	H	L	I	0.24	SPR	N.A.	N.A.
7bts	B	N.A.	A	N.A.	N.A.	N.A.	N.A.
7bu6	B	N.A.	A	N.A.	N.A.	N.A.	N.A.
7bu7	B	N.A.	A	N.A.	N.A.	N.A.	N.A.
7bu8	G	I	A;B	60	BLI	N.A.	N.A.
7bua	G	I	A;B	60	BLI	N.A.	N.A.
7bub	H	L	A;B	56	BLI	N.A.	N.A.
7bud	H	L	A;B	56	BLI	N.A.	N.A.
7bue	J	K	C	56	BLI	N.A.	CA trace only
7buf	H	L	A;B	56	BLI	N.A.	CA trace only
7bwj	H	L	E	5.14	SPR	N.A.	important KD data paper
7bxa	H	L	P	0.13	SPR	293	N.A.
7bz5	H	L	A	70.1	SPR	298	N.A.
7c01	C	D	B	2.49	SPR	N.A.	N.A.
7c2l	H	L	A	0.996	BLI	N.A.	N.A.
7c2s	G	H	A;B	N.A.	N.A.	N.A.	CA trace only
7c2t	K	L	B;N	N.A.	N.A.	N.A.	CA trace only
7c4s	H	L	A	N.A.	N.A.	N.A.	N.A.
7c61	H	L	A	N.A.	N.A.	N.A.	N.A.
7c6a	H	L	A	N.A.	N.A.	N.A.	N.A.
7c88	H	L	M	0.288	SPR	N.A.	N.A.
7c8v	A	N.A.	B	14.5	BLI	303	N.A.
7c8w	A	N.A.	B	83.7	BLI	303	N.A.
7cac	E	D	A;B	0.096	BLI	N.A.	N.A.
7cah	E	D	A	0.096	BLI	N.A.	N.A.
7cai	E	D	A	0.096	BLI	N.A.	N.A.
7cak	E	D	A	0.096	BLI	N.A.	N.A.
7can	A	N.A.	B	33	BLI	303	N.A.
7cbp	R	S	N	N.A.	N.A.	N.A.	N.A.
7cdi	H	L	E	1.72	SPR	N.A.	N.A.
7cdj	H	L	E	12.24	SPR	N.A.	N.A.
7ce2	Z	B	A	0.32	SPR	298	N.A.
7ceb	C	D	B	0.2	flow cytometry	298	N.A.
7cec	F	G	B	0.2	flow cytometry	298	N.A.
7cec	H	I	B	N.A.	N.A.	N.A.	N.A.
7cgw	H	L	P	0.114	SPR	293	N.A.
7ch4	H	L	R	0.18	SPR	N.A.	N.A.
7ch5	H	L	R	0.78	SPR	N.A.	N.A.
7chb	H	L	R	2.8	SPR	N.A.	N.A.
7chc	A	B	R	0.54	SPR	N.A.	N.A.
7chc	H	L	R	0.78	SPR	N.A.	N.A.
7che	A	B	R	0.54	SPR	N.A.	N.A.
7che	H	L	R	2.8	SPR	N.A.	N.A.
7chf	A	B	R	0.54	SPR	N.A.	N.A.
7chf	H	L	R	0.18	SPR	N.A.	N.A.
7chh	D	E	A	N.A.	N.A.	N.A.	N.A.
7cho	H	L	E	14.02	SPR	N.A.	important KD data paper
7chp	H	L	E	1.3	SPR	N.A.	N.A.
7chs	H	L	E	5.79	SPR	N.A.	N.A.
7chy	H	L	I	28.9	SPR	298	N.A.
7chz	H	L	I	0.645	SPR	298	N.A.
7cj2	C	D	A	N.A.	N.A.	N.A.	N.A.
7cjf	A	B	C	0.102	SPR	N.A.	important KD data paper
7cm4	H	L	A	0.027	SPR	N.A.	N.A.
7cn2	M	m	A	N.A.	N.A.	N.A.	N.A.
7coe	H	L	A	N.A.	N.A.	N.A.	N.A.
7cqc	H	L	A	N.A.	N.A.	N.A.	N.A.
7cqd	H	L	A	N.A.	N.A.	N.A.	N.A.
7cr5	H	L	A	1.02	SPR	298	important KD data paper
7cth	H	L	B;C	N.A.	N.A.	N.A.	N.A.
7cu5	A	B	E;Q	5.92	SPR	310	N.A.
7cvs	C	D	A	N.A.	N.A.	N.A.	N.A.
7cvt	C	D	A	N.A.	N.A.	N.A.	N.A.
7cvy	D	E	B	45.4	BLI	298	CA trace only
7cwl	G	J	B	0.0961	SPR	N.A.	N.A.
7cwm	G	J	B	0.0961	SPR	N.A.	N.A.
7cwn	G	F	A	0.0961	SPR	N.A.	N.A.
7cwn	O	M	A	N.A.	N.A.	N.A.	N.A.
7cwo	H	L	A	0.0961	SPR	N.A.	N.A.
7cws	I	H	O	N.A.	N.A.	N.A.	N.A.
7cws	N	K	O	N.A.	N.A.	N.A.	N.A.
7cwt	E	D	A	N.A.	N.A.	N.A.	N.A.
7cwt	L	H	A	N.A.	N.A.	N.A.	N.A.
7cwu	J	F	A	N.A.	N.A.	N.A.	N.A.
7cwu	H	L	B	N.A.	N.A.	N.A.	N.A.
7cyh	E	D	A	N.A.	N.A.	N.A.	N.A.
7cyp	E	D	A	0.067	SPR	N.A.	N.A.
7cyv	H	N.A.	B	5.6	BLI	303	N.A.
7cz0	E	N.A.	A	N.A.	N.A.	N.A.	N.A.
7czd	C	N.A.	D	1.6	BLI	N.A.	N.A.
7czp	H	L	A	26.97	SPR	N.A.	N.A.
7czq	H	K	A	50.77	SPR	N.A.	N.A.
7czr	H	K	A	1.09	SPR	N.A.	N.A.
7czs	H	K	A	1.09	SPR	N.A.	N.A.
7czt	H	L	A	6.98	SPR	N.A.	N.A.
